Menu_id,Restaurant_id,Food_id,Cuisine,Price
mn457044,132174,fd457044,"South Indian,North Indian",230.0
mn422545,134750,fd6564,"Maharashtrian,Chinese",50.0
mn414978,245744,fd4176,Chinese,130.0
mn236004,372100,fd236004,"North Indian,Punjabi",309.0
mn119224,37941,fd7562,"American,Snacks",115.24
mn108326,121189,fd9766,"North Indian,Gujarati",30.0
mn733550,411173,fd1213,"Chinese,Continental",100.0
mn368648,64761,fd332486,"Sweets,Snacks",325.0
mn287160,129300,fd287160,Snacks,240.0
mn9117,478936,fd9117,"Nepalese,Chinese",220.0
mn497076,80189,fd497076,"North Indian,Mughlai",70.0
mn122956,476628,fd101967,"Fast Food,Snacks",110.0
mn569310,472078,fd850164,"Chinese,Indian",220.0
mn973815,186085,fd81870,"Biryani,Hyderabadi",239.0
mn1035304,367197,fd75748,"Chinese,Indian",200.0
mn453295,136963,fd4036,"Indian,Continental",550.0
mn141491,483419,fd93908,"North Indian,Italian",280.0
mn803652,2404,fd4050,"North Indian,Chinese",270.0
mn844875,23786,fd2323,Pizzas,669.0
mn352450,500055,fd125613,Snacks,35.0
mn500922,174742,fd500922,"Italian,South Indian",180.0
mn909030,35186,fd40134,"Arabian,Middle Eastern",380.0
mn140824,191660,fd2298,"Tandoor,Chinese",192.0
mn929044,442509,fd53063,"Bengali,North Indian",300.0
mn476344,225565,fd108979,"Indian,Mughlai",60.0
mn82359,97071,fd82359,Bakery,299.0
mn405617,297810,fd15257,"Beverages,Pizzas",30.0
mn387432,527518,fd12626,"Biryani,Indian",200.0
mn499842,80701,fd499842,"Indian,Chinese",190.0
mn710711,79718,fd47275,"Indian,Punjabi",133.33
mn713863,531841,fd713863,"North Indian,Tandoor",140.0
mn349820,509176,fd102510,North Indian,25.0
mn368805,64761,fd1447,"Sweets,Snacks",40.0
mn121867,53119,fd121867,"Pizzas,Continental",311.0
mn580097,160478,fd1211,"North Indian,Chinese",199.0
mn617868,564686,fd655093,"North Indian,Fast Food",125.0
mn793293,2595,fd57760,"North Indian,Chinese",170.0
mn251459,149830,fd105542,"Desserts,Bakery",410.0
mn737197,451225,fd2550,"Indian,Chinese",130.0
mn446473,135821,fd446473,"Indian,Jain",120.0
mn567613,128912,fd1213,"Fast Food,North Indian",177.0
mn252360,240796,fd7986,Pizzas,859.0
mn282357,544928,fd104036,"Waffle,Desserts",219.0
mn317684,76794,fd132698,"South Indian,Indian",240.0
mn880150,18466,fd1134,North Indian,115.0
mn136043,310367,fd371,"Snacks,Italian",110.0
mn1023729,5770,fd4133,"Biryani,Chinese",250.0
mn337823,37294,fd158927,Italian,649.0
mn450776,429715,fd807898,"North Indian,South Indian",290.0
mn676101,508262,fd9168,"Snacks,Mughlai",165.0
mn235396,349925,fd10146,Indian,230.0
mn687104,94853,fd687104,"North Indian,Punjabi",220.0
mn919435,62913,fd79257,"North Indian,Punjabi",57.0
mn21781,153339,fd21781,"Indian,Chinese",269.0
mn914669,235196,fd58789,"Beverages,Ice Cream",219.0
mn414383,53112,fd413746,Pizzas,50.0
mn557455,370613,fd557455,South Indian,89.0
mn583585,390370,fd466566,"Pizzas,Italian",175.0
mn192649,36340,fd66997,Street Food,169.0
mn507425,482625,fd808,"Indian,North Indian",120.0
mn114400,420648,fd114400,"Desserts,Beverages",320.0
mn10176,134569,fd1224,"Indian,Chinese",80.0
mn479252,430225,fd7008,"Chinese,Continental",225.0
mn629047,182215,fd96419,"North Indian,Continental",249.0
mn965909,239069,fd124869,"Burgers,Beverages",160.0
mn178581,391310,fd129678,Pizzas,139.0
mn82152,503765,fd3567,"Chinese,Indian",249.0
mn37881,152804,fd251,"Indian,Chinese",115.0
mn908058,411583,fd42879,"Chinese,Continental",189.0
mn1018365,17166,fd830021,North Indian,140.0
mn446299,131654,fd6723,"Indian,Chinese",100.0
mn32530,165411,fd7011,"Indian,Chinese",190.0
mn679667,75645,fd47104,"Maharashtrian,Biryani",130.0
mn766100,418888,fd2474,Indian,255.0
mn3793,242943,fd3793,"European,Italian",140.0
mn538890,523814,fd1247,"Indian,North Indian",190.0
mn701727,387519,fd220632,"Ice Cream,Desserts",59.32
mn83095,447501,fd38739,"North Indian,Italian",250.0
mn1010644,549354,fd1821,"Indian,Bakery",50.0
mn15849,523044,fd800,"Chinese,North Indian",273.0
mn597974,147368,fd597942,"Italian,Snacks",200.0
mn265248,478918,fd452853,"Beverages,Fast Food",100.0
mn663719,512091,fd818,"North Indian,Chinese",129.0
mn622579,472702,fd149756,"Snacks,Italian",190.0
mn679232,74102,fd2595,"Maharashtrian,North Indian",220.0
mn84874,225854,fd43094,"Beverages,Chinese",60.0
mn55632,361218,fd55632,"Indian,Bakery",749.0
mn92080,234114,fd255,"South Indian,North Indian",150.0
mn409661,576811,fd409661,"South Indian,North Indian",190.0
mn630352,560446,fd28567,"Italian-American,Snacks",160.0
mn878681,3306,fd19680,Chinese,120.0
mn584388,126275,fd74513,"North Indian,Barbecue",319.0
mn84237,528264,fd371,"Fast Food,Beverages",50.0
mn722007,403405,fd722007,"Biryani,Indian",180.0
mn584088,223881,fd577625,"North Indian,Punjabi",90.0
mn388558,479866,fd388558,"South Indian,North Indian",160.0
mn539070,523814,fd1278,"Indian,North Indian",360.0
mn209527,564165,fd209527,"Juices,Beverages",90.0
mn537232,105784,fd537232,"North Indian,Thalis",160.0
mn77046,73719,fd8624,"North Indian,Chinese",450.0
mn60622,372467,fd52416,"Indian,Chinese",299.0
mn586000,75663,fd95559,"North Indian,Chinese",470.0
mn615445,103560,fd6791,"North Indian,Snacks",200.0
mn688951,74103,fd688951,"North Indian,Punjabi",250.0
mn81535,336607,fd81485,"North Indian,Mughlai",169.0
mn784955,517592,fd45081,"Fast Food,Chinese",15.0
mn894715,368035,fd319,"Bakery,Combo",119.0
mn619750,539667,fd124,"North Indian,Snacks",99.0
mn731186,239141,fd731186,"Beverages,Italian",160.0
mn496140,564075,fd496140,Beverages,119.0
mn500565,381082,fd500565,"South Indian,North Indian",200.0
mn522576,159543,fd47153,"North Indian,Chinese",240.0
mn702222,320405,fd1957,"Chinese,Continental",180.0
mn584561,521221,fd1204,"Indian,Chinese",309.0
mn582932,103238,fd582884,"North Indian,Thalis",139.0
mn474587,390295,fd53556,"Indian,Chinese",220.0
mn219382,329788,fd1278,"Chinese,Beverages",219.0
mn751913,93085,fd631400,"North Indian,Chinese",159.0
mn531915,445127,fd62580,"South Indian,Chinese",69.0
mn482551,127614,fd482396,"North Indian,Chinese",64.0
mn498456,285704,fd498456,"Sweets,Snacks",520.0
mn991940,76410,fd28,"Chinese,North Indian",300.0
mn929854,571,fd8548,"North Indian,Chinese",45.0
mn346396,37477,fd112255,"Punjabi,Chinese",230.0
mn1018743,88590,fd894043,"Ice Cream,Healthy Food",149.0
mn53424,106158,fd4012,North Indian,283.0
mn73215,576992,fd67029,"Beverages,Waffle",129.0
mn17302,377434,fd16079,"Indian,Chinese",375.0
mn470228,427152,fd80255,Pizzas,399.0
mn145087,559136,fd64181,"Fast Food,Pizzas",100.0
mn773284,433066,fd45282,"Biryani,Indian",240.0
mn591838,101537,fd30594,"North Indian,Chinese",40.0
mn687089,94853,fd8163,"North Indian,Punjabi",345.0
mn356045,56241,fd452853,"North Indian,Chinese",130.0
mn112249,65764,fd112249,"Gujarati,Indian",40.0
mn163629,432864,fd163629,"Italian,Pizzas",105.0
mn687210,94853,fd708207,"North Indian,Punjabi",245.0
mn208047,403958,fd2261,"South Indian,Indian",140.0
mn146962,72650,fd146962,"Continental,Healthy Food",399.0
mn290131,51448,fd6480,"Indian,Chinese",200.0
mn982338,100588,fd63006,"South Indian,North Indian",60.0
mn213546,480794,fd211815,"North Indian,Fast Food",130.0
mn26914,528374,fd26835,"Snacks,Sweets",90.0
mn464352,104175,fd930,"South Indian,North Indian",80.0
mn749979,101477,fd240,"North Indian,Tandoor",279.0
mn238389,565722,fd169176,"Ice Cream,Desserts",110.0
mn63501,93939,fd57871,"Sweets,South Indian",138.0
mn498451,285704,fd59692,"Sweets,Snacks",30.0
mn1028683,9927,fd562488,Continental,275.0
mn434051,97235,fd2346,Pizzas,89.0
mn678881,91098,fd5500,"North Indian,Indian",149.0
mn963691,559758,fd3392,"Pizzas,Italian",299.0
mn630658,371276,fd630658,"Beverages,Punjabi",95.0
mn261624,45530,fd2359,"Bakery,Desserts",106.0
mn534002,348259,fd534002,Indian,319.0
mn351973,297618,fd351973,Bakery,600.0
mn189502,530575,fd47265,"North Indian,Indian",45.0
mn505620,423868,fd105009,Ice Cream,423.73
mn134964,437694,fd47222,"Indian,Thalis",259.0
mn106052,435826,fd4553,"North Indian,Indian",499.0
mn699364,141473,fd699364,"North Indian,Biryani",189.0
mn610612,482046,fd16965,"Beverages,Pizzas",290.0
mn195110,519589,fd18544,"Indian,North Indian",145.0
mn32458,193441,fd32458,"North Indian,Chinese",359.0
mn618498,492093,fd618498,"Pizzas,Snacks",80.0
mn286088,149843,fd105544,"Desserts,Bakery",545.0
mn659198,216206,fd659198,"Punjabi,Indian",80.0
mn88060,485552,fd8516,"Indian,North Indian",350.0
mn193350,483250,fd193350,Indian,100.0
mn513212,355238,fd513212,"Pizzas,North Indian",390.0
mn558528,509226,fd558528,"Ice Cream,Desserts",65.0
mn963821,383732,fd3797,"Kerala,Biryani",209.0
mn903165,517877,fd242134,"Asian,Tibetan",79.0
mn909348,101751,fd33554,"Pizzas,Italian",225.0
mn80850,75858,fd7571,"American,Snacks",109.52
mn344652,515497,fd809,"Fast Food,Italian",165.0
mn806796,413841,fd3695,"Chaat,North Indian",65.0
mn212830,447787,fd212830,"Mexican,Punjabi",179.0
mn322842,35976,fd322842,"Indian,Chinese",415.0
mn935936,196372,fd80500,"Chinese,Continental",189.0
mn681263,73784,fd681263,"North Indian,Chinese",140.0
mn646358,303461,fd796266,"Arabian,Biryani",340.0
mn383375,313076,fd47161,"Gujarati,Chinese",160.0
mn298326,112634,fd2460,Gujarati,160.0
mn875434,5934,fd129851,American,398.0
mn265272,478918,fd59088,"Beverages,Fast Food",130.0
mn819868,263777,fd894043,"North Indian,Desserts",169.0
mn843928,140887,fd124708,"Burgers,Beverages",305.0
mn553420,514623,fd992025,"North Indian,South Indian",210.0
mn560620,109870,fd229805,"North Indian,Chinese",70.0
mn651288,458548,fd4219,"Indian,Chinese",280.0
mn193456,487718,fd193456,"North Indian,Italian",680.0
mn399588,482287,fd102677,Bakery,300.0
mn675140,131011,fd675140,"Chinese,North Indian",220.0
mn515855,451246,fd515855,"Indian,Chinese",99.0
mn500880,466606,fd500880,"Pizzas,Beverages",145.0
mn556505,429128,fd465240,Arabian,129.0
mn468425,104599,fd468425,"Tandoor,Mughlai",129.0
mn438345,563159,fd438345,"Chinese,Indian",264.0
mn590550,77291,fd125414,"Pizzas,Italian",255.0
mn316981,349791,fd101865,"Indian,North Indian",249.0
mn199252,55384,fd199252,Gujarati,60.0
mn497765,80313,fd11825,"South Indian,Indian",200.0
mn176104,42117,fd176104,North Indian,64.0
mn785357,435222,fd47109,"North Indian,Salads",30.0
mn752819,444444,fd30978,"North Indian,Salads",90.0
mn322348,472271,fd47222,"Tandoor,Mughlai",290.0
mn407613,312869,fd8160,"Thalis,Gujarati",240.0
mn525249,439310,fd80269,"Pizzas,Italian",499.0
mn498787,405438,fd47259,"Chinese,Snacks",45.0
mn785012,517592,fd6794,"Fast Food,Chinese",180.0
mn140224,517764,fd135361,"North Indian,Indian",169.0
mn557562,216546,fd557562,Arabian,339.0
mn919215,527628,fd799443,"Beverages,Waffle",199.0
mn409511,121114,fd157912,North Indian,140.0
mn956268,488245,fd1062,"Chaat,North Indian",129.0
mn86748,310682,fd84934,North Indian,120.0
mn739183,444042,fd3823,"Chinese,Indian",60.0
mn909959,560499,fd58851,"Beverages,Italian-American",180.0
mn476727,478654,fd92372,North Indian,120.0
mn629144,182215,fd9727,"North Indian,Continental",115.0
mn94622,288385,fd94622,Maharashtrian,70.0
mn475868,424381,fd475868,"Pizzas,Snacks",129.0
mn540840,521887,fd539703,"Healthy Food,Fast Food",199.0
mn343556,363690,fd303005,"Beverages,Desserts",300.0
mn471130,282753,fd471081,"Fast Food,Pizzas",180.0
mn595033,85989,fd437045,Desserts,315.0
mn78274,74332,fd11501,"Healthy Food,Salads",234.0
mn914510,516977,fd289877,"Ice Cream,Desserts",160.0
mn409393,383057,fd1203,"Indian,Beverages",210.0
mn540845,521887,fd1648,"Healthy Food,Fast Food",15.0
mn761702,438997,fd4012,"Chinese,Indian",130.0
mn379466,126725,fd379466,Street Food,20.0
mn16285,545808,fd255,"Indian,Chinese",100.0
mn1030453,118615,fd542789,"Chinese,North Indian",45.0
mn211615,54572,fd181293,Desserts,67.0
mn706134,79975,fd706134,"North Indian,Maharashtrian",130.0
mn547522,415427,fd469953,"Indian,Chinese",260.0
mn434586,446488,fd434586,"North Indian,Chinese",129.0
mn287715,405989,fd117506,"Pizzas,Italian",350.0
mn723718,209494,fd545,"North Indian,South Indian",239.0
mn458160,248400,fd458160,"Italian,American",119.0
mn721839,198267,fd5176,"Indian,Chinese",80.0
mn681904,73622,fd681904,"Fast Food,Desserts",230.0
mn772149,106446,fd393072,"North Indian,South Indian",120.0
mn164971,489763,fd164971,"Indian,North Indian",490.0
mn278551,548197,fd5231,South Indian,80.0
mn681281,73784,fd5405,"North Indian,Chinese",130.0
mn380227,524460,fd3042,"North Indian,Chinese",27.0
mn530373,303472,fd7028,"Fast Food,Biryani",100.0
mn1001461,302431,fd567,Indian,260.0
mn617345,548631,fd10203,"Chinese,North Indian",399.0
mn472417,470511,fd472417,"North Indian,Indian",80.0
mn118646,561834,fd118646,"Beverages,Fast Food",90.0
mn633246,440832,fd106498,"Fast Food,Chinese",205.0
mn783620,534200,fd129,Snacks,104.0
mn731821,400812,fd6763,"Indian,Snacks",169.0
mn446239,131654,fd4067,"Indian,Chinese",280.0
mn618021,567607,fd618006,Indian,44.0
mn662134,513303,fd50948,"South Indian,North Indian",115.0
mn652672,101704,fd4187,Biryani,180.0
mn465949,104608,fd465815,"Italian,Chinese",87.0
mn271931,499909,fd104641,"Beverages,Pizzas",100.0
mn644864,500555,fd644864,"Chinese,Fast Food",160.0
mn743549,488265,fd150101,"Pizzas,Pastas",139.0
mn47527,396907,fd34512,"Indian,Chinese",250.0
mn594829,542164,fd818,"North Indian,Snacks",140.0
mn779981,172258,fd30383,"Chinese,North Indian",145.0
mn11244,387674,fd11244,"American,Fast Food",189.0
mn248760,55358,fd35848,Indian,65.0
mn699356,141473,fd285153,"North Indian,Biryani",220.0
mn719669,198269,fd719669,"Sweets,Snacks",90.0
mn1025479,370619,fd20344,"Indian,Biryani",84.0
mn488934,80193,fd45081,North Indian,15.0
mn216884,146493,fd216884,"Street Food,South Indian",310.0
mn125177,538060,fd9580,"North Indian,Snacks",229.0
mn538582,556135,fd538582,"Chaat,Fast Food",105.0
mn326322,357006,fd1228,"Salads,Italian",120.0
mn487847,80461,fd59952,"South Indian,North Indian",295.0
mn363573,485567,fd309,"Indian,North Indian",110.0
mn963971,268604,fd1274,"Indian,Chinese",199.0
mn50585,107347,fd50585,North Indian,600.0
mn44812,146161,fd5535,"South Indian,North Indian",130.0
mn478439,561007,fd90,"Fast Food,Snacks",130.0
mn582193,76234,fd582193,"Fast Food,Snacks",160.0
mn844478,35307,fd1219,"Snacks,Chaat",129.0
mn804381,496470,fd1024382,"Chinese,North Indian",90.0
mn404109,459221,fd3646,"North Indian,Chinese",240.0
mn729036,236848,fd92833,Italian,400.0
mn311427,61834,fd311256,"North Indian,Chinese",165.0
mn1023894,356791,fd570426,"South Indian,North Indian",125.0
mn480117,431017,fd119262,"Beverages,Ice Cream",160.0
mn505319,556345,fd505319,"North Indian,South Indian",120.0
mn989556,410843,fd140862,"Tandoor,Mughlai",250.0
mn151672,400126,fd809,"Indian,Gujarati",209.0
mn398783,519304,fd398783,"North Indian,Snacks",141.0
mn980772,250200,fd47259,Indian,40.0
mn560714,109870,fd560714,"North Indian,Chinese",135.0
mn386955,579282,fd252828,"Thalis,North Indian",220.0
mn359163,46544,fd115057,"Cafe,American",129.0
mn249570,357606,fd43,"Bengali,North Indian",70.0
mn993723,426,fd2505,"North Indian,Kebabs",31.0
mn490271,445864,fd1648,"Chinese,Indian",10.0
mn280637,573553,fd32713,"Burgers,Beverages",120.0
mn848279,63381,fd172058,"Beverages,Ice Cream",249.0
mn254372,45113,fd4012,"North Indian,Chinese",170.0
mn467259,427151,fd79160,"Biryani,Mughlai",479.0
mn473174,553331,fd20698,"North Indian,Chinese",60.0
mn459790,254137,fd65828,American,229.0
mn285527,451791,fd909,Thalis,30.0
mn611156,307621,fd603876,"Beverages,Italian",299.0
mn713847,531841,fd713847,"North Indian,Tandoor",250.0
mn529539,500506,fd529539,"North Indian,South Indian",139.0
mn464933,256975,fd9554,Chinese,79.0
mn241333,375794,fd1821,"Pizzas,Beverages",119.0
mn928377,42150,fd62472,"Sweets,Desserts",121.0
mn137323,517181,fd2118,"Chinese,Chaat",245.0
mn1037394,332166,fd848012,North Indian,260.0
mn488338,127617,fd488338,"Chinese,Biryani",250.0
mn148751,528359,fd2310,"Pizzas,Italian",450.0
mn22774,263297,fd22774,"Indian,Biryani",239.0
mn354163,297636,fd353828,Indian,170.0
mn875339,330564,fd80753,"Indian,North Indian",599.0
mn130087,475856,fd130087,"Sushi,Continental",480.0
mn323856,484021,fd323856,"Indian,Chinese",200.0
mn375726,450860,fd17,"Chinese,Indian",120.0
mn992155,644,fd209757,"Punjabi,North Indian",219.0
mn982982,342408,fd41872,"North Indian,Sweets",160.0
mn364516,173265,fd106508,"Punjabi,Gujarati",160.0
mn1027865,510349,fd269679,"Biryani,Mughlai",159.0
mn329370,70177,fd3839,"Mexican,Chinese",225.0
mn541740,404071,fd452574,"Desserts,Beverages",1380.0
mn627327,537511,fd627327,"Bakery,Snacks",169.0
mn585240,77808,fd585240,"North Indian,Punjabi",450.0
mn807150,345934,fd568,"South Indian,Arabian",210.0
mn279386,199223,fd158868,Italian,379.0
mn296167,59655,fd296167,"Ice Cream,Desserts",59.32
mn715488,226000,fd3431,"Pizzas,Fast Food",120.0
mn151899,472952,fd151899,"Beverages,Pizzas",252.0
mn899916,408828,fd17200,"Fast Food,Beverages",90.0
mn801625,111681,fd327193,"South Indian,North Indian",200.0
mn38176,300432,fd877927,Chinese,60.0
mn499955,293683,fd306,"Pizzas,North Indian",60.0
mn324503,231224,fd115630,"Hyderabadi,Indian",200.0
mn61252,574413,fd9500,"North Indian,Chinese",180.0
mn157176,520767,fd111775,"Fast Food,North Indian",119.0
mn21764,153339,fd4040,"Indian,Chinese",239.0
mn838818,536251,fd3999,"North Indian,Chinese",175.0
mn301719,45634,fd101858,Indian,120.0
mn536010,101039,fd536010,Chinese,150.0
mn920172,977,fd53552,"North Indian,Chinese",300.0
mn59843,381622,fd14448,"Bakery,Indian",110.0
mn321464,355042,fd128809,"Snacks,Beverages",69.0
mn883805,558363,fd107978,"Juices,Beverages",80.0
mn813080,271237,fd81956,"North Indian,Punjabi",48.0
mn442197,543826,fd123217,Beverages,59.0
mn547540,415427,fd47264,"Indian,Chinese",40.0
mn196024,53981,fd10129,"Indian,Chinese",110.0
mn134008,256349,fd25640,"Pizzas,Pastas",119.0
mn944975,190224,fd60462,"Chinese,North Indian",200.0
mn339621,59659,fd1023471,Sweets,132.0
mn398342,64140,fd793,North Indian,165.0
mn775582,173473,fd5460,"Hyderabadi,North Indian",180.0
mn620499,103229,fd495991,"North Indian,Chinese",135.0
mn367451,396774,fd84505,"Indian,Chinese",130.0
mn211821,328271,fd99213,"South Indian,Gujarati",100.0
mn162424,542289,fd810,"Street Food,North Indian",180.0
mn295251,577284,fd106520,"Chinese,North Indian",300.0
mn561037,511701,fd660537,"Indian,Desserts",120.0
mn187205,65590,fd187205,"Indian,Chinese",195.0
mn915902,540918,fd3430,"American,Continental",137.0
mn907323,362115,fd2590,"Indian,Chinese",180.0
mn447814,479248,fd128249,"Indian,Fast Food",60.0
mn62238,515674,fd62238,"Indian,Fast Food",247.0
mn173937,65645,fd173922,South Indian,275.0
mn659063,384073,fd91507,"Indian,Punjabi",350.0
mn94033,539030,fd94033,"Chinese,Fast Food",55.0
mn267921,518104,fd155797,"Pizzas,Fast Food",249.0
mn1042483,352985,fd6572,Chinese,80.0
mn475853,424381,fd475833,"Pizzas,Snacks",99.0
mn1039765,26647,fd818472,"North Indian,Rajasthani",60.0
mn781130,205066,fd18525,"Italian,American",156.0
mn356145,56241,fd307,"North Indian,Chinese",130.0
mn45692,572668,fd4464,"Indian,Afghani",240.0
mn38491,559895,fd19646,"Chinese,Biryani",200.0
mn533114,106354,fd2474,"North Indian,Chinese",200.0
mn294528,350577,fd1136,"Indian,Gujarati",30.0
mn171675,562681,fd8579,Indian,190.0
mn616784,569510,fd10203,"Pizzas,Fast Food",390.0
mn218502,408049,fd90,Fast Food,129.0
mn323359,442532,fd57460,"American,Continental",269.0
mn471887,545302,fd1211,North Indian,100.0
mn832943,464774,fd669367,Juices,77.0
mn273258,395364,fd124745,"Burgers,Beverages",205.0
mn1022565,354586,fd51656,"North Indian,Combo",129.0
mn424849,221806,fd818,North Indian,280.0
mn225581,183353,fd225581,"Indian,Chinese",350.0
mn767928,503537,fd22,"North Indian,Biryani",199.0
mn592351,486402,fd592351,"Fast Food,Italian",205.0
mn551476,183893,fd551476,"North Indian,Chinese",200.0
mn299193,429560,fd299193,Chinese,179.0
mn109825,194951,fd109825,"Beverages,North Indian",199.0
mn220573,328308,fd220573,"North Indian,Thalis",199.0
mn201190,393811,fd201190,Indian,200.0
mn47824,106153,fd47824,"North Indian,Bakery",180.0
mn389190,239373,fd25702,"Desserts,Beverages",126.19
mn441988,332304,fd441988,Beverages,250.0
mn531245,172293,fd813,North Indian,220.0
mn787004,430146,fd6300,"North Indian,Chinese",125.0
mn325973,248929,fd47259,"North Indian,Punjabi",40.0
mn208396,55082,fd120849,"Indian,Chinese",259.0
mn684102,178519,fd684102,Fast Food,160.0
mn313970,408634,fd313970,"Indian,North Indian",130.0
mn390711,124377,fd390690,"Bakery,Desserts",515.0
mn246735,168122,fd124776,"Burgers,Beverages",190.0
mn381076,58729,fd77808,"Bakery,Desserts",119.0
mn548116,464377,fd169279,"Snacks,Barbecue",270.0
mn189137,362038,fd7499,"American,Snacks",189.52
mn472750,461669,fd1278,"North Indian,Chinese",499.0
mn331000,47589,fd2305,"Fast Food,Pizzas",149.0
mn312283,91930,fd216827,Indian,185.0
mn661072,554283,fd661072,"North Indian,Indian",15.0
mn479978,430252,fd696,"North Indian,Chinese",160.0
mn300564,523680,fd15707,"Indian,South Indian",90.0
mn788517,229171,fd3986,Indian,70.0
mn753877,319664,fd753877,"Pizzas,Beverages",99.0
mn78510,556825,fd807,Snacks,235.0
mn41892,403440,fd41892,"Bakery,Snacks",78.0
mn91816,444611,fd91816,Chinese,449.0
mn402479,141880,fd402479,"Pizzas,Mexican",650.0
mn448259,554095,fd605570,"Cafe,North Indian",110.0
mn125606,94363,fd125606,"Bengali,North Indian",198.95
mn740240,209879,fd8259,"North Indian,Chinese",60.0
mn348524,156154,fd82269,"North Indian,Punjabi",280.0
mn874392,409180,fd5589,"Bakery,Desserts",219.0
mn134712,416752,fd470003,"Fast Food,Snacks",210.0
mn831315,436302,fd44111,"Chinese,Beverages",90.0
mn553417,514623,fd54511,"North Indian,South Indian",210.0
mn1038048,510613,fd242323,"Asian,Tibetan",239.0
mn147330,62978,fd147330,"North Indian,Punjabi",215.0
mn558806,555162,fd558806,"Chinese,Snacks",35.0
mn636805,133905,fd8081,Pizzas,28.57
mn692444,94854,fd1391,"North Indian,Chinese",350.0
mn797017,545566,fd722216,"Italian-American,Fast Food",93.0
mn403215,577512,fd74506,"North Indian,Barbecue",699.0
mn738159,261193,fd46,Beverages,100.0
mn132318,51676,fd830021,"Mexican,Chinese",320.0
mn979635,17759,fd77736,"Fast Food,Snacks",175.0
mn375413,82798,fd12099,"Ice Cream,Desserts",45.0
mn456955,488017,fd456955,"North Indian,Arabian",60.0
mn849284,325435,fd797,"South Indian,Kerala",129.0
mn429043,113545,fd47269,"South Indian,North Indian",158.0
mn705504,391457,fd417513,"Sweets,Snacks",70.0
mn713453,373151,fd713453,"Pizzas,Continental",300.0
mn232974,550282,fd232974,Pizzas,905.0
mn899338,429712,fd305340,"Arabian,North Indian",245.0
mn630934,177407,fd110244,"Chinese,Biryani",140.0
mn18459,364627,fd7274,"Chinese,Beverages",208.0
mn525654,412542,fd525654,Healthy Food,95.0
mn101071,537527,fd101071,"Ice Cream,Desserts",100.0
mn111996,36760,fd111908,Chinese,119.0
mn177732,40847,fd106785,"Ice Cream,Ice Cream Cakes",86.0
mn130713,49525,fd130713,"Cafe,American",199.0
mn147132,72650,fd147132,"Continental,Healthy Food",1099.0
mn231355,487967,fd231355,"Salads,Fast Food",270.0
mn185041,548210,fd123051,Pizzas,265.0
mn558275,548146,fd246280,"Beverages,Juices",45.0
mn548907,493792,fd548907,"Indian,Chinese",120.0
mn183163,72430,fd118740,"Sweets,Snacks",125.0
mn46853,544517,fd47222,"Indian,Chinese",170.0
mn790804,33879,fd5517,"Chinese,Coastal",150.0
mn905309,562239,fd67123,"South Indian,North Indian",110.0
mn132373,566692,fd132373,Chinese,180.0
mn969303,64860,fd47222,"North Indian,Chaat",250.0
mn312224,91930,fd7120,Indian,180.0
mn9445,550910,fd9445,Paan,1431.0
mn531867,106331,fd87737,"North Indian,Snacks",169.0
mn48400,216571,fd48400,"Indian,Chinese",199.0
mn12270,154840,fd7766,"South Indian,Indian",65.0
mn371295,173372,fd57574,Punjabi,150.0
mn911486,519873,fd1277,"Biryani,Indian",241.0
