order_date,Sales_QTY,Sales_amount,currency,User_id,Restaurant_id
2018-10-09,1,194,INR,40962,488116.0
2017-11-09,35,3037,INR,46839,479319.0
2020-05-06,2,2426,INR,56738,58429.0
2018-09-13,1,83,INR,85500,112779.0
2018-03-26,40,26255,INR,8041,94650.0
2020-04-07,5,829,INR,50710,467351.0
2020-06-17,2,403,INR,54287,514863.0
2019-01-24,1,120,INR,76391,546054.0
2020-02-04,2,778,INR,11632,479922.0
2020-05-07,1,204,INR,81870,485410.0
2019-10-25,6,1889,INR,44599,289171.0
2019-09-06,1,352,INR,86849,566216.0
2018-11-13,3,2176,INR,13370,240277.0
2019-12-04,3,356,INR,20749,482477.0
2019-06-28,2,556,INR,27440,433145.0
2020-05-18,48,10495,INR,73500,418367.0
2019-12-06,1,796,INR,88435,391768.0
2018-08-02,2,833,INR,73827,436367.0
2018-10-29,64,8907,INR,18534,257540.0
2019-07-18,7,690,INR,42643,580961.0
2018-04-27,1,315,INR,72068,117810.0
2020-01-09,1,394,INR,57500,440745.0
2018-03-23,7,7977,INR,20418,162268.0
2020-03-10,1,981,INR,22451,331780.0
2020-04-17,3,634,INR,77152,475875.0
2018-09-04,1,319,INR,73897,359478.0
2019-04-08,53,36144,INR,38912,97406.0
2020-03-18,1,218,INR,2625,577835.0
2020-01-09,21,1606,INR,58619,577260.0
2018-12-17,16,1458,INR,78811,356513.0
2018-06-15,3,519,INR,5219,120171.0
2019-10-21,1,190,INR,84686,470003.0
2020-03-27,2,1287,INR,57569,306650.0
2018-12-18,3,315,INR,41721,161328.0
2019-06-10,3,3375,INR,40775,494217.0
2019-12-17,2,347,INR,25595,452342.0
2020-04-16,9,2185,INR,63454,56233.0
2018-04-13,3,333,INR,54168,362655.0
2018-06-14,15,1602,INR,59585,559734.0
2019-01-24,1,352,INR,69681,548758.0
2018-02-16,2,1731,INR,71853,351164.0
2018-05-08,1,250,INR,80491,102600.0
2017-12-05,7,2704,INR,91847,280507.0
2019-03-25,6,7870,INR,53997,36694.0
2020-01-13,1,657,INR,70969,461903.0
2018-12-18,1,1051,INR,23338,416529.0
2019-04-12,1,0,INR,81775,553614.0
2019-02-18,23,43153,INR,39219,308143.0
2017-12-21,1,93,INR,82684,513866.0
2018-06-11,1,394,INR,95987,464115.0
2018-05-04,52,29759,INR,62330,457969.0
2019-03-20,1,56,INR,20515,303895.0
2018-11-27,13,2819,INR,63779,386705.0
2019-11-24,1,671,INR,63722,82518.0
2018-10-02,7,1551,INR,85233,149903.0
2018-08-24,1,255,INR,38227,378140.0
2020-06-03,1,0,INR,54538,233879.0
2019-06-04,12,10181,INR,38661,27025.0
2019-11-21,2,1222,INR,93068,2056.0
2020-05-20,40,13384,INR,77423,570961.0
2018-08-30,1,28,INR,74772,341666.0
2018-10-16,1,157,INR,22502,202803.0
2020-05-15,1,79,INR,18322,366942.0
2017-11-30,1,227,INR,90785,404740.0
2018-12-21,2,917,INR,52152,437497.0
2019-10-21,33,4852,INR,86130,354672.0
2018-03-19,3,4065,INR,10467,289826.0
2018-05-03,1,1523,INR,80385,482992.0
2019-11-18,2,5222,INR,29379,
2019-05-20,1,218,INR,19309,202155.0
2019-03-12,1,93,INR,80500,157834.0
2020-03-13,1,218,INR,87828,452893.0
2020-05-11,6,1458,INR,92135,373557.0
2019-01-09,12,3389,INR,31289,190076.0
2019-10-29,1,148,INR,92852,570396.0
2017-10-13,1,1514,INR,88936,102041.0
2019-01-29,1,417,INR,43898,69419.0
2019-12-06,1,111,INR,42470,560870.0
2018-10-11,1,560,INR,50191,519612.0
2020-04-27,27,45810,INR,66080,240796.0
2019-04-23,1,181,INR,87393,21031.0
2019-08-19,1,83,INR,25282,438641.0
2019-11-18,67,17574,INR,3083,177308.0
2018-09-21,1,148,INR,48925,443219.0
2020-06-09,7,11417,INR,44089,375689.0
2017-11-21,1,42,INR,80672,413857.0
2018-05-09,1,514,INR,93909,580501.0
2020-02-03,2,426,INR,74010,501942.0
2019-12-27,1,421,INR,88432,499260.0
2019-11-28,1,250,INR,27821,473074.0
2019-10-21,1,236,INR,79809,555736.0
2017-11-08,1,370,INR,74842,571691.0
2019-04-11,1,46,INR,78012,509906.0
2019-11-14,8,10023,INR,3842,562430.0
2019-04-05,1,111,INR,22885,577276.0
2018-06-29,7,7894,INR,73994,
2019-10-24,16,3875,INR,31790,152359.0
2018-01-22,1,384,INR,10323,506267.0
2019-02-25,2,657,INR,5980,503493.0
2018-06-15,1,181,INR,46180,560569.0
2019-10-17,1,56,INR,58660,450941.0
2018-03-13,28,6431,INR,71961,128885.0
2018-07-10,5,1583,INR,60101,289647.0
2018-08-14,3,352,INR,90733,428796.0
2019-08-06,47,4838,INR,51798,417108.0
2018-03-18,8,15792,INR,44860,221197.0
2019-09-17,7,1435,INR,11334,465956.0
2017-10-30,8,1273,INR,82054,387729.0
2018-03-02,2,1727,INR,26615,548643.0
2020-04-17,2,481,INR,12712,559702.0
2019-11-20,18,15074,INR,7247,434449.0
2020-04-24,14,8782,INR,93943,415483.0
2018-07-13,6,1662,INR,17492,146910.0
2017-11-14,2,528,INR,95151,507484.0
2020-03-26,1,343,INR,85597,321067.0
2018-05-17,1,185,INR,46913,732.0
2018-09-06,2,0,INR,25156,461288.0
2019-10-07,1,333,INR,6622,231470.0
2018-01-16,1,125,INR,33789,551576.0
2018-06-12,2,3102,INR,57601,17832.0
2018-08-17,1,222,INR,96779,522439.0
2019-05-06,1,630,INR,9254,541793.0
2018-02-05,1,46,INR,18092,324416.0
2020-01-27,7,4852,INR,82299,197954.0
2017-11-21,1,28,INR,35483,536208.0
2018-08-31,20,45481,INR,45877,361090.0
2018-01-17,1,148,INR,88176,505733.0
2020-05-18,1,653,INR,13021,493911.0
2020-02-26,16,8231,INR,8199,57243.0
2020-06-11,40,14815,INR,43151,109315.0
2018-06-28,23,20213,INR,8643,418332.0
2018-05-28,5,662,INR,9431,526685.0
2019-03-21,7,5954,INR,45035,513800.0
2018-02-16,2,6356,INR,91266,274015.0
2019-07-30,1,690,INR,45363,374006.0
2019-02-14,40,10176,INR,3037,327279.0
2020-01-22,25,3032,INR,71507,426821.0
2018-10-01,8,3773,INR,72067,381565.0
2020-01-27,120,10435,INR,31089,88263.0
2018-10-31,1,65,INR,81468,445247.0
2018-01-22,1,93,INR,10923,408674.0
2019-09-16,5,245,INR,7128,543398.0
2019-10-24,1,204,INR,88140,564777.0
2019-02-11,1,431,INR,14941,92102.0
2018-06-28,1,148,INR,53403,546898.0
2019-09-10,6,1389,INR,64298,496090.0
2019-05-16,1,1366,INR,21935,336272.0
2019-11-15,1,190,INR,14429,59491.0
2018-10-11,1,389,INR,89073,452258.0
2019-12-03,77,6912,INR,75748,476647.0
2018-10-11,1,0,INR,10494,53120.0
2018-07-10,1,259,INR,13854,372216.0
2019-04-26,4,1167,INR,14151,266989.0
2019-10-08,6,16537,INR,20311,
2018-10-04,1,375,INR,22301,233852.0
2019-08-14,18,4009,INR,78705,469294.0
2018-08-31,2,259,INR,41752,440671.0
2018-06-25,20,2602,INR,5393,56029.0
2018-07-17,2,944,INR,49935,531944.0
2019-05-16,2,667,INR,85802,174091.0
2019-12-20,13,22639,INR,10637,416741.0
2019-08-27,3,3227,INR,12745,452010.0
2019-08-23,1,556,INR,3888,442737.0
2019-08-05,28,29343,INR,80099,501798.0
2018-12-18,50,4954,INR,4367,114253.0
2018-12-14,1,199,INR,85903,176391.0
2019-03-11,1,213,INR,74205,189369.0
2019-05-23,3,995,INR,62208,353367.0
2019-10-24,10,1847,INR,62166,443115.0
2019-10-31,1,181,INR,81960,224776.0
2018-09-06,112,74356,INR,77288,253520.0
2019-10-24,4,648,INR,57989,113135.0
2019-12-30,1,74,INR,96547,77959.0
2018-03-14,1,185,INR,71573,545840.0
2019-02-13,2,370,INR,12626,220040.0
2018-09-25,1,79,INR,9815,496844.0
2018-03-15,2,181,INR,54346,407667.0
2018-08-17,1,611,INR,5974,539137.0
2019-04-11,1,153,INR,20853,13958.0
2018-09-07,4,870,INR,72072,351504.0
2019-11-28,1,125,INR,30071,379225.0
2019-06-04,1,764,INR,21118,429405.0
2018-08-09,1,32,INR,19380,302281.0
2019-05-14,3,7370,INR,44277,140409.0
2019-10-14,1,56,INR,22592,196486.0
2018-06-08,2,310,INR,53110,528121.0
2019-08-19,1,579,INR,17756,289696.0
2018-03-28,4,731,INR,8599,337640.0
2018-08-10,13,2194,INR,38102,367698.0
2019-06-12,1,593,INR,33354,548099.0
2020-05-15,1,1245,INR,39458,574073.0
2017-12-13,1,250,INR,693,575643.0
2017-12-08,1,88,INR,74584,346736.0
2019-07-15,1,1324,INR,94554,465505.0
2018-05-21,1,394,INR,6964,
2019-02-18,163,176273,INR,95698,106429.0
2020-06-05,7,7551,INR,10564,22607.0
2018-06-25,1,32,INR,95840,421527.0
2019-10-09,1,356,INR,85436,44000.0
2020-02-21,62,40477,INR,50077,395178.0
2018-06-15,5,6597,INR,30922,506464.0
2020-01-17,1,310,INR,71667,20778.0
2019-04-17,1,3065,INR,62209,556815.0
2018-11-16,47,100125,INR,80912,263772.0
2018-05-09,1,218,INR,62499,540968.0
2018-10-01,1,310,INR,5948,576752.0
2020-02-11,1,181,INR,63872,432067.0
2019-02-12,40,37093,INR,87178,479177.0
2019-10-16,113,22315,INR,87290,7317.0
2020-04-17,11,4093,INR,95707,175340.0
2019-10-10,1,125,INR,15953,347201.0
2018-08-13,1,213,INR,74351,543839.0
2018-07-18,3,995,INR,22362,222799.0
2018-08-07,1,116,INR,4866,400952.0
2018-02-20,3,1491,INR,36265,471075.0
2018-05-17,1,97,INR,47488,200287.0
2020-02-27,1,111,INR,72106,368741.0
2018-09-25,1,514,INR,14932,519852.0
2018-01-09,1,458,INR,81042,538591.0
2018-01-05,1,93,INR,43443,395521.0
2018-01-19,80,22264,INR,49079,124588.0
2020-02-07,13,8023,INR,16235,338310.0
2018-01-22,1,167,INR,75407,535189.0
2019-09-10,1,296,INR,5212,379511.0
2018-01-30,8,3833,INR,81306,341837.0
2017-10-11,149,7491,INR,93513,355970.0
2018-06-29,1,213,INR,72139,554839.0
2019-05-07,1,1366,INR,73300,351370.0
2017-10-30,1,315,INR,46530,254813.0
2020-01-09,75,4375,INR,80974,309295.0
2019-05-02,2,0,INR,85171,452679.0
2019-01-08,1,51,INR,52728,348589.0
2019-07-12,5,4611,INR,75241,558832.0
2017-12-28,1,287,INR,57121,379008.0
2018-04-04,163,259000,INR,68399,14951.0
2018-04-10,40,39898,INR,21911,503398.0
2017-10-13,23,37245,INR,53532,201022.0
2019-04-10,7,1843,INR,51285,186103.0
2020-05-12,1,287,INR,34377,13182.0
2018-02-16,2,333,INR,31967,237421.0
2019-08-08,5,1333,INR,72450,554093.0
2019-03-05,1,69,INR,95300,403874.0
2018-03-12,1,190,INR,78444,298621.0
2017-10-30,60,5255,INR,28618,171627.0
2018-03-21,26,43556,INR,58740,158655.0
2019-07-06,1,287,INR,91129,394784.0
2017-12-11,12,1463,INR,55100,76134.0
2018-05-07,1,287,INR,27571,147368.0
2018-01-31,7,3157,INR,41088,548131.0
2018-03-15,1,102,INR,1122,410004.0
2018-11-30,1,273,INR,6473,568589.0
2017-12-18,28,33208,INR,49919,56004.0
2019-11-13,1,171,INR,27407,163580.0
2019-03-19,7,7551,INR,28214,378117.0
2018-01-23,4,2403,INR,57188,22246.0
2019-05-03,1,481,INR,60822,495198.0
2019-09-23,1,60,INR,30335,494051.0
2019-11-29,4,2056,INR,57550,168405.0
2018-07-19,39,19106,INR,94684,288952.0
2019-11-06,27,5926,INR,36791,450432.0
2017-10-27,1,171,INR,72267,131710.0
2018-05-15,64,8907,INR,9422,527804.0
2020-05-05,1,111,INR,61224,461773.0
2017-12-14,1,93,INR,61636,58284.0
2019-05-28,1,375,INR,63075,398030.0
2017-11-08,3,412,INR,27814,361814.0
2018-10-22,42,32491,INR,78763,502519.0
2018-08-23,1,722,INR,25995,324046.0
2018-09-14,1,130,INR,75783,316142.0
2019-02-25,47,61315,INR,42220,437012.0
2018-01-25,1,171,INR,69887,518302.0
2019-07-23,2,1269,INR,93530,515079.0
2019-05-27,1,120,INR,51792,77150.0
2018-11-29,1,93,INR,29574,64973.0
2018-08-01,2,486,INR,84781,156161.0
2018-09-05,80,5639,INR,86436,514864.0
2020-03-26,1,241,INR,63697,505614.0
2020-02-19,1,1616,INR,40109,549541.0
2019-07-12,1,1444,INR,39142,498234.0
2019-06-13,1,319,INR,33271,463678.0
2018-03-09,1,204,INR,32613,536652.0
2018-04-25,12,3778,INR,18002,150583.0
2017-12-20,3,4944,INR,50033,281276.0
2019-07-26,3,2370,INR,50894,372550.0
2018-11-15,2,366,INR,50490,523884.0
2018-03-02,1,79,INR,87187,389808.0
2018-09-26,1,46,INR,9516,572956.0
2019-07-25,7,431,INR,28465,568373.0
2019-10-07,2,2014,INR,72166,333430.0
2019-06-18,1,148,INR,91409,76582.0
2017-12-19,1,338,INR,26280,575513.0
2017-10-19,1,97,INR,62329,566181.0
2018-07-31,4,750,INR,64744,64227.0
2018-09-21,1,130,INR,6217,111781.0
2020-02-07,19,8546,INR,6203,333569.0
2020-01-03,1,79,INR,13472,387154.0
2018-07-05,18,2560,INR,80483,390934.0
2018-08-06,151,7236,INR,54430,449194.0
2017-10-06,1,1333,INR,60521,445584.0
2018-11-07,9,389,INR,60995,571185.0
2019-01-07,1,106,INR,34442,228102.0
2019-01-05,1,282,INR,1886,190506.0
2019-06-10,6,1889,INR,57747,296083.0
2018-11-14,1,130,INR,51730,544641.0
2018-03-02,1,51,INR,56008,462029.0
2020-06-10,1,0,INR,63718,142109.0
2019-04-16,1,463,INR,57052,213845.0
2019-04-11,1,111,INR,82083,249289.0
2020-01-10,1,56,INR,96098,186409.0
2020-01-23,2,282,INR,15061,449673.0
2018-02-12,1,106,INR,69289,574070.0
2019-05-17,1,37,INR,85012,413008.0
2019-10-01,1,139,INR,21898,437867.0
2018-02-01,29,15843,INR,54510,225541.0
2018-03-09,1,69,INR,67166,182664.0
2018-10-24,3,3796,INR,82992,110582.0
2018-06-28,1,231,INR,18532,44087.0
2020-05-21,1,213,INR,50549,307807.0
2020-01-09,1,111,INR,55380,573587.0
2019-08-12,16,7343,INR,92380,10894.0
2018-11-07,17,1694,INR,11905,409414.0
2020-04-03,6,11065,INR,20829,185625.0
2017-11-06,1,444,INR,66684,553280.0
2019-05-13,1,301,INR,24494,560770.0
2018-08-27,1,190,INR,94733,414845.0
2018-10-04,1,83,INR,34737,530006.0
2019-08-08,3,375,INR,83218,343739.0
2018-07-04,1,227,INR,24100,558822.0
2018-04-04,1,134,INR,56712,194120.0
2018-06-20,10,8833,INR,23771,34332.0
2019-03-20,1,37,INR,24085,91564.0
2018-06-15,1,551,INR,25641,399806.0
2020-02-04,1,449,INR,30814,348147.0
2019-05-23,5,3565,INR,95706,322261.0
2019-01-11,1,162,INR,34984,129783.0
2018-08-16,120,10435,INR,35235,545692.0
2018-10-19,1,102,INR,9470,510775.0
2017-12-15,3,2306,INR,65932,241946.0
2018-08-31,9,2718,INR,41233,573531.0
2019-09-10,1,93,INR,14033,444621.0
2019-07-10,1,231,INR,4180,445110.0
2018-08-07,7,6579,INR,75274,431488.0
2018-04-23,1,380,INR,90981,477003.0
2017-11-24,2,97,INR,94561,520303.0
2018-03-02,1,79,INR,17507,464099.0
2018-01-04,6,1514,INR,14072,290085.0
2018-08-13,1,1167,INR,24295,445474.0
2019-11-04,1,139,INR,67715,531490.0
2020-05-18,1,42,INR,53376,577989.0
2019-09-24,1,250,INR,25625,130058.0
2019-05-03,6,1968,INR,45671,421004.0
2019-09-10,101,49704,INR,64790,564290.0
2018-07-23,8,3125,INR,18864,520390.0
2019-05-28,1,245,INR,46007,317949.0
2017-12-22,3,815,INR,73381,552012.0
2019-02-12,4,1000,INR,99132,449619.0
2018-09-10,1,0,INR,31283,516388.0
2017-12-27,1,83,INR,27684,105683.0
2018-11-30,1,2741,INR,710,166885.0
2019-08-02,1,111,INR,71830,546916.0
2018-05-04,3,1940,INR,34292,489986.0
2019-04-03,1,3060,INR,49670,102217.0
2019-08-20,3,787,INR,6784,459322.0
2019-06-25,3,384,INR,99077,488202.0
2018-05-11,105,35880,INR,17914,99398.0
2018-03-20,1,93,INR,89481,224354.0
2018-01-10,1,190,INR,97705,520078.0
2020-02-10,1,477,INR,42750,250286.0
2020-04-16,373,23741,INR,24865,526604.0
2019-02-13,9,17148,INR,98198,260786.0
2019-02-26,1,389,INR,59362,204693.0
2018-04-16,2,1991,INR,68513,59927.0
2020-02-14,1,569,INR,43891,521761.0
2018-12-18,1,269,INR,72275,356661.0
2018-10-04,3,773,INR,96483,411701.0
2018-02-20,27,3120,INR,64401,365804.0
2019-04-04,1,167,INR,25405,530908.0
